mode,hint,tag2,question,tag1,necessary_info,subtype,extra_info,cipher,archetype,vulnerability,flag,ciphertext,difficulty
,Columnar transposition ciphers can be broken by analyzing column lengths and patterns.,,"An agent left a scrambled message at the rendezvous. Rearrange the letters using the correct column order to reveal the secret: noyntplwetpsocohbeictrs)ugechvaiirrontlrsuhecggyochtimoethfminrctesosibtaetletfeesistoihoodhipiAcolhirndteaninAlx}yatonrksunrefphrsssrssithgars.poerilxictgoa)daaeoctipafatdfbtpwoaeinpeideimsidetrsasirsaeistlrtGhohuettimAeySr){4_pprsc(natc)tetiatioa(pohatrseTonrdtatcherfcairrmdiecetti.irsihhnnpoilxnctts.tinwaintoa,rnniocshVemianihkoddptd.y9_rrapoeoamoemoywceonarnticnhemssihonpepycrsrsroltrarhatolxyruui,dhhtufttagneeperetonbtenytbasaeeFpcxqypelencrnaSgt_cg,sihsnrihadrnslpoheaiwticteentpeuftylaoparotuspeewsunpeeestcshctifonuenuhvshebnpouupoefm,ichkDire-tymshrncodEa3_Ithaiiaopaiihnicmhtfctononhatlrscsesi(aaroctcnestupxhrihnTfotoeiogontatshhseDefcentdinttecenrileXrpglcooedvEta(fg4

The flag format is flag{...}",,The flag format is flag{...},transposition,"The key length is 6, and the key order is [1, 4, 5, 3, 2, 0].",Transposition,classical_cipher,,flag{ygx3t494},"noyntplwetpsocohbeictrs)ugechvaiirrontlrsuhecggyochtimoethfminrctesosibtaetletfeesistoihoodhipiAcolhirndteaninAlx}yatonrksunrefphrsssrssithgars.poerilxictgoa)daaeoctipafatdfbtpwoaeinpeideimsidetrsasirsaeistlrtGhohuettimAeySr){4_pprsc(natc)tetiatioa(pohatrseTonrdtatcherfcairrmdiecetti.irsihhnnpoilxnctts.tinwaintoa,rnniocshVemianihkoddptd.y9_rrapoeoamoemoywceonarnticnhemssihonpepycrsrsroltrarhatolxyruui,dhhtufttagneeperetonbtenytbasaeeFpcxqypelencrnaSgt_cg,sihsnrihadrnslpoheaiwticteentpeuftylaoparotuspeewsunpeeestcshctifonuenuhvshebnpouupoefm,ichkDire-tymshrncodEa3_Ithaiiaopaiihnicmhtfctononhatlrscsesi(aaroctcnestupxhrihnTfotoeiogontatshhseDefcentdinttecenrileXrpglcooedvEta(fg4",not defined
,"Autokey ciphers are vulnerable once enough plaintext is known, allowing reconstruction of the key.",,"
An old hacker left a cryptic note for their protégé. The message below hides a wallet key, encrypted with an Autokey cipher. Can you recover it? um tsku pesg, aug rwwtymprt gpscymmkz neaeiel eifbsi genugz.fwmu{ahnusrpk}


The flag format is flag{...}
You got a tip from a friend that the encrypted message starts with: In each case, the resulting plaintext appears almost random.
The seed lenght is 4 and only alphabetic characters count.",,"The flag format is flag{...}
You got a tip from a friend that the encrypted message starts with: In each case, the resulting plaintext appears almost random.
The seed lenght is 4 and only alphabetic characters count.",autokey,The key seed is: mzps,Autokey,classical_cipher,,flag{ioadsemw},"um tsku pesg, aug rwwtymprt gpscymmkz neaeiel eifbsi genugz.fwmu{ahnusrpk}",not defined
,The message is encoded multiple times with Base64. Decode iteratively to recover the original flag.,,"An anonymous hacker left a secret code on our server logs. Can you uncover the message hidden in Base64? Here it is: Vm0xd1NtUXlWa1pPVldoVFlUSlNjRlJVVGtOalZuQllaRWhrYWxKc2NERlpNRlpQVkRKS1IxTnVjRnBXVmxVeFdWWlZlR014WkhGU2JGWlhWbXRaZWxaVldrWlBWa0pTVUZRd1BRPT0=

The flag format is flag{...}",,The flag format is flag{...},base64_layered,Encoded 7 times in total.,Base64,classical_cipher,,flag{6mm35shz},Vm0xd1NtUXlWa1pPVldoVFlUSlNjRlJVVGtOalZuQllaRWhrYWxKc2NERlpNRlpQVkRKS1IxTnVjRnBXVmxVeFdWWlZlR014WkhGU2JGWlhWbXRaZWxaVldrWlBWa0pTVUZRd1BRPT0=,easy
,"Morse Code represents each letter as a series of dots and dashes. Spaces separate letters, and slashes separate words.",,"An old ham radio operator left a message. Can you decode the transmission? ..-. .-.. .- --. { -.-. ----- .-.. ..-. ----. -.-. ---.. . }

The flag format is flag{...}",,The flag format is flag{...},morse_code,"Morse Code follows international standards, with letters separated by spaces and words separated by slashes.",Morse Code,classical_cipher,,flag{c0lf9c8e},..-. .-.. .- --. { -.-. ----- .-.. ..-. ----. -.-. ---.. . },not defined
,"Each ASCII character is represented as a sum of non-consecutive Fibonacci numbers, always ending in 1.",,"
A mathematician hid the password using Zeckendorf’s theorem. Can you decode the message?  
10001000001 10001010011 10000100001 10001000011 10100000001 10000101011 10000100001 10001001001 1000000011 101001011 1000000101 10010010001 101000101 10100000101


The flag format is flag{...}",,The flag format is flag{...},fibonacci_encoding,Each character of the flag is independently encoded using Fibonacci representation.,Fibonacci Encoding,classical_cipher,,flag{eai839s1},10001000001 10001010011 10000100001 10001000011 10100000001 10000101011 10000100001 10001001001 1000000011 101001011 1000000101 10010010001 101000101 10100000101,not defined
,XOR is undone by XORing again with the same key. (A XOR B = C ⇒ C XOR B = A),,"An anonymous hacker left an encrypted clue at a digital dead drop—can you recover the secret message from this classic XOR-ciphered string? stringA: 2258562d3c5d005b01320c0f611a stringB: 4434374a4769326d785574655067

The flag format is flag{...}",,The flag format is flag{...},XOR,Both strings are in hex. XOR the two provided hex strings to recover the flag.,XOR,classical_cipher,,flag{426ygxj1},stringA: 2258562d3c5d005b01320c0f611a stringB: 4434374a4769326d785574655067,easy
,Use a Base64 decoder to obtain the original text.,,"An intercepted message from a hacker is hidden with a simple encoding. Decode the Base64 text to uncover their secret: ZmxhZ3twZDBrd25tNH0=

The flag format is flag{...}",,The flag format is flag{...},Base64,Decoding is direct; no additional layers or tricks.,Base64,classical_cipher,,flag{pd0kwnm4},ZmxhZ3twZDBrd25tNH0=,easy
,The message is encoded multiple times with Base64. Decode iteratively to recover the original flag.,,"A hacker left a secret in a scrambled format. Can you decode the hidden message from this Base64 string? Ciphertext: Vm0wd2QyVkhVWGhVYmxKV1YwZDRXRmxVUm5kVlJscHpXa2M1VjFKdGVGWlZNbmhQWVd4S2MxTnNXbGRTTTFKUVdWY3hTMUl4WkhWaFJtUlRUVEpvVVZkV1kzaFRNVWw1Vkd0c2FWSnRVbkJWYlhSM1VsWmtXR1JIZEZSTlZUVkpWbTEwYzJGR1NuUlZiRkpoVmpOb2FGWldXbUZqYkZaeVpFWlNUbFpVVmxsV1Z6QXhVakZWZVZOclpGaGlSMmhZV1d4b1UxbFdjRmhsUjBaWFlrZFNlVll5ZUVOV01rVjNZMFpTVjFaV2NGTmFSRVpEVld4Q1ZVMUVNRDA9

The flag format is flag{...}",,The flag format is flag{...},Base64_layered,Encoded 10 times in total.,Base64,classical_cipher,,flag{du3woyzf},Vm0wd2QyVkhVWGhVYmxKV1YwZDRXRmxVUm5kVlJscHpXa2M1VjFKdGVGWlZNbmhQWVd4S2MxTnNXbGRTTTFKUVdWY3hTMUl4WkhWaFJtUlRUVEpvVVZkV1kzaFRNVWw1Vkd0c2FWSnRVbkJWYlhSM1VsWmtXR1JIZEZSTlZUVkpWbTEwYzJGR1NuUlZiRkpoVmpOb2FGWldXbUZqYkZaeVpFWlNUbFpVVmxsV1Z6QXhVakZWZVZOclpGaGlSMmhZV1d4b1UxbFdjRmhsUjBaWFlrZFNlVll5ZUVOV01rVjNZMFpTVjFaV2NGTmFSRVpEVld4Q1ZVMUVNRDA9,easy
,Use a Base85 decoder to retrieve the original text.,,"
A rogue AI hid its command key using Base85 encoding. Can you recover the secret from this string? W^7?+do?yRVRSTgWqk


The flag format is flag{...}",,The flag format is flag{...},Base85,Decoding is straightforward; only one layer is used.,Base85,classical_cipher,,flag{564at4ue},W^7?+do?yRVRSTgWqk,easy
,The message is encoded multiple times with Base85. Decode iteratively to recover the original flag.,,"
An agent intercepted a secret note, but it's encoded in an unfamiliar Base85 format. Can you decode the hidden message? Ciphertext: Q8;r{Qc74PHh5S&G<irvPdR;bMlC{VR#IeXNK#KbFi9azPAE}MWNslNJWWO


The flag format is flag{...}",,The flag format is flag{...},Base85_layered,Encoded 6 times in total.,Base85,classical_cipher,,flag{dctjbzm2},Q8;r{Qc74PHh5S&G<irvPdR;bMlC{VR#IeXNK#KbFi9azPAE}MWNslNJWWO,easy
,Use the provided substitution table to restore each letter of the ciphertext to the original plaintext.,,"
A secret society left the next clue encoded with a simple substitution cipher. Can you uncover their hidden message?
rfnh{kz2tdol3}


The flag format is flag{...}

Below is the substitution table mapping plaintext letters to ciphertext letters:
{'a': 'n', 'b': 'l', 'c': 'x', 'd': 'i', 'e': 'b', 'f': 'r', 'g': 'h', 'h': 'm', 'i': 'y', 'j': 's', 'k': 'p', 'l': 'f', 'm': 'j', 'n': 'u', 'o': 'e', 'p': 'k', 'q': 'o', 'r': 'z', 's': 'c', 't': 'q', 'u': 't', 'v': 'd', 'w': 'v', 'x': 'w', 'y': 'a', 'z': 'g'}",,"The flag format is flag{...}

Below is the substitution table mapping plaintext letters to ciphertext letters:
{'a': 'n', 'b': 'l', 'c': 'x', 'd': 'i', 'e': 'b', 'f': 'r', 'g': 'h', 'h': 'm', 'i': 'y', 'j': 's', 'k': 'p', 'l': 'f', 'm': 'j', 'n': 'u', 'o': 'e', 'p': 'k', 'q': 'o', 'r': 'z', 's': 'c', 't': 'q', 'u': 't', 'v': 'd', 'w': 'v', 'x': 'w', 'y': 'a', 'z': 'g'}",substitution_direct,Letters outside [a-zA-Z] are left unchanged. Case is preserved by converting letters back to uppercase if needed.,Substitution,classical_cipher,,flag{pr2uvqb3},rfnh{kz2tdol3},not defined
,"Atbash reverses the alphabet (A ↔ Z, B ↔ Y, etc.).",,"A cryptic message from ancient spies was intercepted. They used an alphabet mirror technique to conceal their secrets. Can you reveal the plaintext hidden in uozt{jjpnrbh2}?

The flag format is flag{...}",,The flag format is flag{...},atbash,,Atbash,classical_cipher,,flag{qqkmiys2},uozt{jjpnrbh2},easy
,Hex encoding represents bytes as pairs of 0-9 and a-f.,,"Decode the mysterious hexadecimal note found at the tech conference: 666c61677b30697476757a35377d

The flag format is flag{...}",,The flag format is flag{...},hex,,Hex,classical_cipher,,flag{0itvuz57},666c61677b30697476757a35377d,easy
,The ASCII values of each character have been shifted by some small amount (1–10).,,"
A hacker left a strange note encoded with an ASCII Shift cipher. Can you recover the original message from this scrambled text? Ciphertext: jpek;|e78y{l


The flag format is flag{...}",,The flag format is flag{...},ascii_shift,Shift used: 4,ASCII Shift,classical_cipher,,flag{7xa34uwh},jpek;|e78y{l,easy
,Numbers are used to break up the flag. The original flag uses only letters.,,"Agent Nova encoded the vault code using her SplitNumberMix method. Decode  444444444 f 444444444 la 444444444 g{phech 444444444 coj} 444444444  to unlock the secret she left behind.

The flag format is flag{...}",,The flag format is flag{...},split_flag,Split into 4 parts with numeric sequences of length 2–5 randomly inserted.,SplitNumberMix,classical_cipher,,flag{phechcoj}, 444444444 f 444444444 la 444444444 g{phech 444444444 coj} 444444444 ,easy
,The original message has simply been reversed.,,"A hacker left a secret passphrase, but reversed it to hide it. Can you recover the original message from this backward ciphertext? Here's the code: }c5nkyiij{galf

The flag format is flag{...}",,The flag format is flag{...},reversed_flag,Reverse the entire string to get the original flag.,Reverse,classical_cipher,,flag{jiiykn5c},}c5nkyiij{galf,easy
,The flag is split into parts of 2–3 letters with spaces.,,"Intercepted transmissions from a rogue botnet were found encrypted using ChunkedFlag. Can you recover the secret phrase hidden in this message? fla g{ xb 4bi ue j}

The flag format is flag{...}",,The flag format is flag{...},chunked_flag,Remove the spaces to recover the original flag.,ChunkedFlag,classical_cipher,,flag{xb4biuej},fla g{ xb 4bi ue j},easy
,Small primes are easily factorable with typical factoring algorithms.,,"Someone got lazy and used small primes to generate their RSA keys. Can you recover the original message from this ciphertext? 11883733756357164059

The flag format is flag{...}
n=12190576871240722639, e=9415553415175694899",,"The flag format is flag{...}
n=12190576871240722639, e=9415553415175694899",small_primes,"p=4223541793, q=2886339823, φ(n)=12190576864130841024",RSA,rsa,small primes,flag{91mymmjd},11883733756357164059,not defined
,The RSA modulus n is a perfect square. This often indicates a repeated prime usage vulnerability.,,"An admin reused a prime while generating RSA keys for two messages. Both ciphertexts are: 30717722870416060104240003451421194542548161703582406817242342638666143056652589463854886765900577289737356255931137196927972517087164641368709363179663353056236340604045550213005618720585703178516972739068699495593338986556798764425720871703357176955422921997675505481593563724333813217635566385266677453139. Can you recover the original messages?

The flag format is flag{...}
n=83585993168808496155465695008704543909894729935918289605337292691070847394765587308711610860304491296702835047030539171483791917056863369925261723335062797739015949319322068351404393706208087301004901111929623393661987898789667278864263600916350021393927536325678516536853860790878884203904662106982616047961, e=3556371023322789601295891120092134175210623604850229381827104024133233038083632578281072335982827253801960373472873446203133599343709697881476032895839398170821461351793663030964300244719426596036563882457986376662865531218190406496104932567491677248173540773561911877063584996991596574510064650840821152009",,"The flag format is flag{...}
n=83585993168808496155465695008704543909894729935918289605337292691070847394765587308711610860304491296702835047030539171483791917056863369925261723335062797739015949319322068351404393706208087301004901111929623393661987898789667278864263600916350021393927536325678516536853860790878884203904662106982616047961, e=3556371023322789601295891120092134175210623604850229381827104024133233038083632578281072335982827253801960373472873446203133599343709697881476032895839398170821461351793663030964300244719426596036563882457986376662865531218190406496104932567491677248173540773561911877063584996991596574510064650840821152009",repeated_prime_usage,"p=9142537567262630403824115906949257478216166619100868567121863863485970931042381392096295023690485082310896642458716654508593181493263426570297449732000219, q=9142537567262630403824115906949257478216166619100868567121863863485970931042381392096295023690485082310896642458716654508593181493263426570297449732000219, φ(n)=83585993168808496155465695008704543909894729935918289605337292691070847394765587308711610860304491296702835047030539171483791917056863369925261723335062779453940814794061260703172579807693130868671662910192489149934260926847805194101479408326302640423762914532393599103544843604515897677051521512083152047524",RSA,rsa,repeated primes,flag{u3o17zms},30717722870416060104240003451421194542548161703582406817242342638666143056652589463854886765900577289737356255931137196927972517087164641368709363179663353056236340604045550213005618720585703178516972739068699495593338986556798764425720871703357176955422921997675505481593563724333813217635566385266677453139,not defined
,A partial exposure of a prime number's bits can significantly weaken RSA security. Look into lattice-based techniques like Coppersmith's attack.,,"Someone leaked half my RSA private key, but the rest is safe... I encrypted the flag as 5612530626071014030504524949253286601736549989813210278377412028227730834182467922699180622696235349080494632998613785274937579326403887747536475618929508. Can you recover it?

The flag format is flag{...}
n=7496315764682044528638063639376139847505914372678245723012293994008802662652593858755286068486149406111456041402347196646311705565545283736212234992351443, e=5123469812412666111915879140368387171240607276254252924083419843624441099744971680682959499164263805221720968019287444359614535336870092355206859497460475, partial_p=16863472318296709248",,"The flag format is flag{...}
n=7496315764682044528638063639376139847505914372678245723012293994008802662652593858755286068486149406111456041402347196646311705565545283736212234992351443, e=5123469812412666111915879140368387171240607276254252924083419843624441099744971680682959499164263805221720968019287444359614535336870092355206859497460475, partial_p=16863472318296709248",partial_key_exposure,"p=105853731353825526223163840984391646273782668339028376459291261567306834714519, q=70817680858362388124268520046135145544409241159434090047613618422591288104997, φ(n)=7496315764682044528638063639376139847505914372678245723012293994008802662652417187343073880571801973750425514610529004736813243099038378856222336869531928",RSA,rsa,partial key exposure,flag{q7t5eppb},5612530626071014030504524949253286601736549989813210278377412028227730834182467922699180622696235349080494632998613785274937579326403887747536475618929508,not defined
